  2.00000000e+00   1.20000000e-03   0.00000000e+00
  2.00000000e+00   5.00000000e-04   0.00000000e+00
  2.00000000e+00   6.00000000e-04   0.00000000e+00
  2.00000000e+00   6.00000000e-04   0.00000000e+00
  2.00000000e+00   5.00000000e-04   0.00000000e+00
  2.00000000e+00   6.00000000e-04   0.00000000e+00
  2.00000000e+00   5.00000000e-04   0.00000000e+00
  2.00000000e+00   5.00000000e-04   0.00000000e+00
  2.00000000e+00   6.00000000e-04   0.00000000e+00
  2.00000000e+00   6.00000000e-04   0.00000000e+00
